Saccharomyces cerevisiae,Rhodosporidium toruloides,CS,EL,Trees,phylome,ensembl,orthomcl,treefam,eggnog,hogenom
YCR083W,RHTO_05321,0.5,1,2,0.50/2,,,,,
YGR181W,RHTO_03619,1,1,1,,,,,,
YKL151C,RHTO_05660,1,2,3,1.00/2,,,,,
YPL153C,RHTO_03489,0.952,1,21,1.00/20,,,,,
YNR021W,RHTO_07829,1,1,1,,,,,,
YMR101C,RHTO_05050,0.667,1,3,1.00/2,,,,,
YJR101W,RHTO_06854,1,2,3,1.00/2,,,,,
YGR060W,RHTO_02642,1,1,2,1.00/2,,,,,
YOL115W,RHTO_01556,0.667,1,3,1.00/2,,,,,
YPL061W,RHTO_05838,1,2,17,1.00/16,,,,,
YIR036C,RHTO_00459,0.75,1,4,0.75/4,,,,,
YDR329C,RHTO_00601,1,1,1,,,,,,
YCR098C,RHTO_03814,1,2,3,1.00/2,,,,,
YBL038W,RHTO_06342,1,2,3,1.00/2,,,,,
YNL104C,RHTO_03109,0.667,1,3,1.00/2,,,,,
YIR030C,RHTO_00651,1,2,3,1.00/2,,,,,
YLR180W,RHTO_07080,0.667,1,3,1.00/2,,,,,
YDR324C,RHTO_04596,1,2,3,1.00/2,,,,,
YJR068W,RHTO_03005,1,2,9,1.00/8,,,,,
YNL321W,RHTO_04238,0.5,1,4,0.50/4,,,,,
YGL003C,RHTO_06261,1,2,7,1.00/6,,,,,
YPL132W,RHTO_02091,1,2,3,1.00/2,,,,,
YCR021C,RHTO_05442,0.667,1,3,1.00/2,,,,,
YGR184C,RHTO_05429,0.667,1,3,1.00/2,,,,,
YNL044W,RHTO_06661,1,2,3,1.00/2,,,,,
#N/A,RHTO_00630,0.857,1,7,1.00/6,,,,,
YPL268W,RHTO_03876,0.8,1,5,1.00/4,,,,,
YIL079C,RHTO_04937,1,1,1,,,,,,
YJR110W,RHTO_07005,0.667,1,3,1.00/2,,,,,
YLL021W,RHTO_02521,1,1,1,,,,,,
YBR142W,RHTO_02951,1,2,5,1.00/4,,,,,
YOR272W,RHTO_03551,1,2,3,1.00/2,,,,,
YBR249C,RHTO_02272,0.5,1,4,0.50/4,,,,,
YHL002W,RHTO_04223,0.667,1,3,1.00/2,,,,,
YDL031W,RHTO_06019,0.714,2,7,0.67/6,,,,,
YDR090C,RHTO_07275,1,1,1,,,,,,
YLR059C,RHTO_04952,1,2,3,1.00/2,,,,,
YNL259C,RHTO_06789,1,2,3,1.00/2,,,,,
YLR222C,RHTO_06301,0.6,2,5,0.50/4,,,,,
YHR023W,RHTO_01247,0.857,1,7,1.00/6,,,,,
YGR004W,RHTO_00707,1,1,1,,,,,,
YOL086W-A,RHTO_02634,1,1,1,,,,,,
YCL009C,RHTO_03988,1,2,3,1.00/2,,,,,
YLR306W,RHTO_00004,1,2,7,1.00/6,,,,,
YGR186W,RHTO_05236,1,2,3,1.00/2,,,,,
YGL208W,RHTO_05924,1,1,1,,,,,,
YLR188W,RHTO_04936,1,2,7,1.00/6,,,,,
YBR233W,RHTO_00368,1,2,3,1.00/2,,,,,
YCL059C,RHTO_00382,1,2,3,1.00/2,,,,,
YDR183W,RHTO_04654,1,2,3,1.00/2,,,,,
YLR060W,RHTO_06273,1,2,3,1.00/2,,,,,
YDR225W,RHTO_05839,1,1,4,1.00/4,,,,,
YBL064C,RHTO_06930,0.5,1,4,0.50/4,,,,,
YCR042C,RHTO_00059,1,2,3,1.00/2,,,,,
YLR422W,RHTO_08108,1,1,1,,,,,,
#N/A,RHTO_03030,1,2,3,1.00/2,,,,,
YDL130W,RHTO0S_07e01926g,0.667,1,3,1.00/2,,,,,
YDR176W,RHTO_03114,1,1,1,,,,,,
YCR033W,RHTO_05855,1,1,1,,,,,,
YMR125W,RHTO_05874,1,1,1,,,,,,
YGL229C,RHTO_03030,1,2,3,1.00/2,,,,,
YIL009W,RHTO_04350,1,2,7,1.00/6,,,,,
YJR090C,RHTO_07222,1,1,2,1.00/2,,,,,
YDR006C,RHTO_07723,1,1,1,,,,,,
YHR069C,RHTO_02006,1,2,3,1.00/2,,,,,
YPL244C,RHTO_05239,1,2,3,1.00/2,,,,,
YNR006W,RHTO_08094,1,2,3,1.00/2,,,,,
YMR314W,RHTO_06727,0.846,2,13,0.83/12,,,,,
YML121W,RHTO_02714,1,2,3,1.00/2,,,,,
YML123C,RHTO_06822,1,1,2,1.00/2,,,,,
YDL147W,RHTO_05728,0.667,1,3,1.00/2,,,,,
YPR094W,RHTO_02123,1,2,3,1.00/2,,,,,
YLR316C,RHTO_05439,1,1,2,1.00/2,,,,,
YIL140W,RHTO_01287,1,1,1,,,,,,
YDR177W,RHTO_07764,0.913,2,23,0.91/22,,,,,
YHR144C,RHTO_00239,1,1,1,,,,,,
YOR231W,RHTO_06977,1,2,11,1.00/10,,,,,
YMR073C,RHTO_02719,1,2,3,1.00/2,,,,,
YLR026C,RHTO_05385,1,2,3,1.00/2,,,,,
YGL231C,RHTO_01681,1,2,3,1.00/2,,,,,
YNL163C,RHTO_07364,0.714,2,7,0.67/6,,,,,
YBL007C,RHTO_02236,1,2,3,1.00/2,,,,,
YJL204C,RHTO_06866,1,1,1,,,,,,
YLR411W,RHTO_02838,0.667,1,3,1.00/2,,,,,
YFL041W,RHTO_01378,1,1,2,1.00/2,,,,,
YAL062W,RHTO_04650,1,2,3,1.00/2,,,,,
YDR158W,RHTO_06811,1,2,3,1.00/2,,,,,
YML063W,RHTO_06815,1,2,3,1.00/2,,,,,
YDR036C,RHTO_06842,0.5,1,4,0.50/4,,,,,
YKL059C,RHTO_07377,1,2,3,1.00/2,,,,,
YKR090W,RHTO_00165,1,1,1,,,,,,
YNR018W,RHTO_05290,1,1,1,,,,,,
YMR285C,RHTO_04906,1,2,3,1.00/2,,,,,
YBR145W,RHTO_03062,1,2,13,1.00/12,,,,,
YGR093W,RHTO_03039,1,2,3,1.00/2,,,,,
YDL135C,RHTO_02401,0.667,1,3,1.00/2,,,,,
YGL141W,RHTO_07465,0.667,1,3,1.00/2,,,,,
YGL189C,RHTO_05368,1,2,3,1.00/2,,,,,
YOR217W,RHTO_08114,0.778,2,9,0.75/8,,,,,
YKL007W,RHTO_07402,1,2,3,1.00/2,,,,,
YIR035C,RHTO_01230,0.857,1,7,1.00/6,,,,,
YOR294W,RHTO_00128,1,2,3,1.00/2,,,,,
YNL312W,RHTO_03080,1,2,3,1.00/2,,,,,
YOR052C,RHTO_00424,1,1,1,,,,,,
YKL104C,RHTO_02329,1,1,1,,,,,,
YOL156W,RHTO_00630,0.909,1,11,1.00/10,,,,,
YMR131C,RHTO_03521,1,2,5,1.00/4,,,,,
YLR274W,RHTO_07832,1,2,11,1.00/10,,,,,
YDL124W,RHTO_06184,1,1,22,1.00/22,,,,,
YOR298C-A,Phy006ESG5,1,1,2,1.00/2,,,,,
YOL103W,RHTO_00839,1,2,11,1.00/10,,,,,
YLR092W,RHTO_00048,1,2,3,1.00/2,,,,,
YLR330W,RHTO_01148,1,2,3,1.00/2,,,,,
YKL207W,RHTO_05014,1,2,3,1.00/2,,,,,
YOR065W,RHTO_04152,1,2,3,1.00/2,,,,,
YDL244W,RHTO_04330,1,2,3,1.00/2,,,,,
YLR130C,RHTO_03852,1,1,6,1.00/6,,,,,
YPR088C,RHTO_04389,1,2,3,1.00/2,,,,,
YDL153C,RHTO_05510,1,1,1,,,,,,
YMR047C,RHTO_00735,1,1,1,,,,,,
YBR042C,RHTO_01519,1,2,3,1.00/2,,,,,
YPL138C,RHTO_05091,1,1,1,,,,,,
YHR100C,RHTO_07538,1,1,1,,,,,,
YBR198C,RHTO_04377,1,2,19,1.00/18,,,,,
YER078C,RHTO_05777,0.6,2,5,0.50/4,,,,,
YDR283C,RHTO_01618,1,1,2,1.00/2,,,,,
YCL069W,RHTO_07727,0.778,2,9,0.75/8,,,,,
YMR105C,RHTO_07820,1,2,5,1.00/4,,,,,
YMR072W,RHTO_03328,0.5,1,2,0.50/2,,,,,
YGR112W,RHTO_01078,1,2,3,1.00/2,,,,,
YMR079W,RHTO_05245,1,2,5,1.00/4,,,,,
YOR202W,RHTO_02077,1,2,3,1.00/2,,,,,
YKR086W,RHTO_00142,0.667,1,12,0.67/12,,,,,
YPL154C,RHTO_07813,1,2,5,1.00/4,,,,,
YHR057C,RHTO_05198,0.818,2,11,0.80/10,,,,,
YJR102C,RHTO_04484,1,2,3,1.00/2,,,,,
YPL240C,RHTO_00789,1,2,3,1.00/2,,,,,
YDL079C,RHTO_06875,0.571,2,7,0.50/6,,,,,
YLR281C,RHTO_02715,1,1,1,,,,,,
YNL264C,RHTO_00357,1,2,5,1.00/4,,,,,
YPR138C,RHTO_01846,0.5,1,4,0.50/4,,,,,
YCR075C,RHTO_02462,1,2,3,1.00/2,,,,,
YPR108W,RHTO_02178,1,2,3,1.00/2,,,,,
YHR076W,RHTO_03267,1,2,3,1.00/2,,,,,
YLR450W,RHTO_04045,0.667,1,3,1.00/2,,,,,
YBR279W,RHTO_02002,1,1,1,,,,,,
YJL055W,RHTO_03940,1,2,3,1.00/2,,,,,
YDL140C,RHTO_08014,1,2,7,1.00/6,,,,,
YJR009C,RHTO0S_19e00408g,1,1,2,1.00/2,,,,,
YIL133C,RHTO0S_15e04346g,1,2,3,1.00/2,,,,,
YDR041W,RHTO_04481,1,2,3,1.00/2,,,,,
YOR018W,RHTO_06169,1,1,1,,,,,,
YDR141C,RHTO_02241,1,1,1,,,,,,
YPL152W,RHTO_04374,1,2,5,1.00/4,,,,,
YLR225C,RHTO_04583,1,2,3,1.00/2,,,,,
YPL178W,RHTO_06371,1,2,5,1.00/4,,,,,
YNL081C,RHTO_07374,1,2,3,1.00/2,,,,,
YMR318C,RHTO_07889,0.889,1,9,1.00/8,,,,,
YMR235C,RHTO_02743,1,2,3,1.00/2,,,,,
YMR259C,RHTO_04141,1,1,1,,,,,,
YMR116C,RHTO_07772,0.933,2,15,0.93/14,,,,,
YDL093W,RHTO_02130,1,2,7,1.00/6,,,,,
YML093W,RHTO_07017,1,2,3,1.00/2,,,,,
YOR014W,RHTO_02751,1,2,3,1.00/2,,,,,
YLR182W,RHTO_05635,1,2,3,1.00/2,,,,,
YIL042C,RHTO_06620,1,2,3,1.00/2,,,,,
YLR448W,RHTO_05517,1,2,5,1.00/4,,,,,
YDR487C,RHTO_05534,1,2,3,1.00/2,,,,,
YMR272C,RHTO_04128,1,2,3,1.00/2,,,,,
YDR058C,RHTO_00993,1,2,5,1.00/4,,,,,
YOR108W,RHTO_03109,0.667,1,3,1.00/2,,,,,
YBR008C,RHTO_00156,1,2,25,1.00/24,,,,,
YDL056W,RHTO_03589,1,1,4,1.00/4,,,,,
YJR034W,RHTO_07022,1,1,1,,,,,,
YBR264C,RHTO_02431,1,1,1,,,,,,
YKL166C,RHTO_02603,1,2,19,1.00/18,,,,,
YHR077C,RHTO_03839,1,2,3,1.00/2,,,,,
YOR115C,RHTO_07976,1,2,3,1.00/2,,,,,
YFL024C,RHTO_01224,1,1,1,,,,,,
YIL145C,RHTO_03426,1,2,3,1.00/2,,,,,
YNL278W,RHTO_00404,1,1,1,,,,,,
YDR040C,RHTO_03868,1,2,13,1.00/12,,,,,
YLR168C,RHTO_01263,1,2,5,1.00/4,,,,,
YIL022W,RHTO_04588,1,2,3,1.00/2,,,,,
YGR028W,RHTO_07807,1,2,7,1.00/6,,,,,
YJL166W,RHTO0S_11e05116g,1,2,3,1.00/2,,,,,
YMR150C,RHTO_04731,1,2,3,1.00/2,,,,,
YNL237W,RHTO_06942,0.5,1,4,0.50/4,,,,,
YDR361C,RHTO_05102,1,2,3,1.00/2,,,,,
YGR070W,RHTO_04972,0.714,1,7,0.83/6,,,,,
YLR214W,RHTO_00765,1,1,6,1.00/6,,,,,
YDL154W,RHTO_07887,1,2,5,1.00/4,,,,,
YOR109W,RHTO_02876,1,1,2,1.00/2,,,,,
YOR393W,RHTO_00323,0.75,2,4,0.50/2,1.00/2,,,,
YDR435C,RHTO_05402,1,2,3,1.00/2,,,,,
YKL020C,RHTO_07806,0.667,1,3,1.00/2,,,,,
YOR390W,RHTO_07837,1,2,3,1.00/2,,,,,
YNL248C,RHTO_03332,1,2,3,1.00/2,,,,,
YCR057C,RHTO_00800,1,2,11,1.00/10,,,,,
YPL211W,RHTO_06728,1,2,3,1.00/2,,,,,
YOR269W,RHTO_02847,1,1,2,1.00/2,,,,,
YDR457W,RHTO_08115,1,2,3,1.00/2,,,,,
YDR372C,RHTO_07903,1,2,3,1.00/2,,,,,
YHR028C,RHTO_05681,1,1,2,1.00/2,,,,,
YMR004W,RHTO_00751,1,1,1,,,,,,
YFL025C,RHTO_03610,1,1,1,,,,,,
YKL127W,RHTO_07820,1,2,3,1.00/2,,,,,
YLL013C,RHTO_06377,1,2,5,1.00/4,,,,,
YDL045C,RHTO_00614,1,2,3,1.00/2,,,,,
YDR026C,RHTO_07220,1,2,3,1.00/2,,,,,
YDR172W,RHTO_04067,1,2,11,1.00/10,,,,,
YER009W,RHTO0S_07e05160g,1,2,3,1.00/2,,,,,
YIL003W,RHTO_06684,1,2,3,1.00/2,,,,,
YAL060W,RHTO_04102,1,2,11,1.00/10,,,,,
YFL044C,RHTO_02945,1,2,3,1.00/2,,,,,
YIL128W,RHTO_04136,0.667,1,3,1.00/2,,,,,
YPR043W,RHTO0S_14e03400g,1,2,4,1.00/2,1.00/2,,,,
YOR128C,RHTO_02297,0.667,1,3,1.00/2,,,,,
YLR072W,RHTO_00215,0.667,2,3,0.50/2,,,,,
YNL004W,RHTO_05829,1,2,5,1.00/4,,,,,
YBR114W,RHTO_05778,1,2,7,1.00/6,,,,,
YIR029W,RHTO_08154,0.667,1,3,1.00/2,,,,,
YBR025C,RHTO_00168,1,2,3,1.00/2,,,,,
YJL034W,RHTO_00384,0.933,1,15,1.00/14,,,,,
YMR222C,RHTO_02604,0.667,1,3,1.00/2,,,,,
YCR037C,RHTO_01558,1,2,3,1.00/2,,,,,
YDL198C,RHTO_06703,0.6,2,5,0.50/4,,,,,
YLR247C,RHTO_03427,1,2,3,1.00/2,,,,,
YLR196W,RHTO_03111,1,2,3,1.00/2,,,,,
YGR159C,RHTO_06622,1,1,10,1.00/10,,,,,
YLR323C,RHTO_02550,1,2,3,1.00/2,,,,,
YMR217W,RHTO_00066,0.667,1,3,1.00/2,,,,,
YDL030W,RHTO_03019,1,2,3,1.00/2,,,,,
YDR354W,RHTO_07763,1,2,3,1.00/2,,,,,
YLR016C,RHTO_07424,0.667,1,3,1.00/2,,,,,
YNL022C,RHTO_04329,1,2,3,1.00/2,,,,,
YDR398W,RHTO_07241,1,1,1,,,,,,
YLR143W,RHTO_03687,1,2,3,1.00/2,,,,,
YOR257W,RHTO_00485,1,2,7,1.00/6,,,,,
YPL123C,RHTO_05069,1,1,2,1.00/2,,,,,
YLR022C,RHTO_08102,1,2,3,1.00/2,,,,,
YNL102W,Phy006ET7X,1,1,2,1.00/2,,,,,
YDL064W,RHTO_00309,1,2,15,1.00/14,,,,,
YLR345W,RHTO_00056,1,2,5,1.00/4,,,,,
YJL036W,RHTO_00751,0.5,1,2,0.50/2,,,,,
YJR069C,RHTO_07202,1,2,3,1.00/2,,,,,
YIL138C,RHTO_02102,1,2,3,1.00/2,,,,,
YNL107W,RHTO_04489,1,2,3,1.00/2,,,,,
YGR127W,RHTO_07433,1,2,3,1.00/2,,,,,
YGR277C,RHTO_06489,1,1,1,,,,,,
YPL151C,RHTO_05230,1,2,7,1.00/6,,,,,
YBR234C,RHTO_02163,1,2,3,1.00/2,,,,,
YOR116C,RHTO_05722,0.714,2,7,0.67/6,,,,,
YDR395W,RHTO_00294,0.667,1,3,1.00/2,,,,,
YGL044C,RHTO_00127,0.667,2,3,0.50/2,,,,,
YJL059W,RHTO_01231,1,2,3,1.00/2,,,,,
YOL093W,RHTO_05059,1,2,3,1.00/2,,,,,
YAR002C-A,RHTO_02283,0.6,2,5,0.50/4,,,,,
YIL091C,RHTO_00956,1,2,3,1.00/2,,,,,
YOR087W,RHTO_06041,1,1,2,1.00/2,,,,,
YLR435W,RHTO_05906,1,1,2,1.00/2,,,,,
YJR059W,RHTO_07885,0.5,1,2,0.50/2,,,,,
YLR321C,RHTO_06883,1,1,1,,,,,,
YMR260C,RHTO_01358,1,2,3,1.00/2,,,,,
YER029C,RHTO_04068,1,1,1,,,,,,
YJR047C,RHTO_03373,1,2,3,1.00/2,,,,,
YLR277C,RHTO_02419,1,2,3,1.00/2,,,,,
YIL067C,RHTO_03888,1,2,3,1.00/2,,,,,
YDR536W,RHTO_03685,1,2,9,1.00/8,,,,,
YNR074C,RHTO_07075,0.5,1,2,0.50/2,,,,,
YDR379C-A,RHTO_07597,1,1,2,1.00/2,,,,,
YIL121W,RHTO_04612,1,1,1,,,,,,
YKL018W,RHTO_04306,1,2,3,1.00/2,,,,,
YDL165W,RHTO_07759,1,2,3,1.00/2,,,,,
YLR157C,RHTO_07901,0.5,1,8,1.00/4,0.00/4,,,,
YER036C,RHTO_01122,1,2,11,1.00/10,,,,,
YMR137C,RHTO_03488,1,2,3,1.00/2,,,,,
YML068W,RHTO_01616,1,1,1,,,,,,
YKL125W,RHTO_05323,1,2,3,1.00/2,,,,,
YOR311C,RHTO_06970,1,2,3,1.00/2,,,,,
YPL106C,RHTO_01538,1,2,15,1.00/14,,,,,
YNL108C,RHTO_05113,1,2,3,1.00/2,,,,,
YGR267C,RHTO_06809,0.667,1,3,1.00/2,,,,,
YLR241W,RHTO_03132,1,1,2,1.00/2,,,,,
YJR099W,RHTO_05895,0.667,1,3,1.00/2,,,,,
YML118W,RHTO_04906,1,2,3,1.00/2,,,,,
YJL074C,RHTO_03487,0.857,1,7,1.00/6,,,,,
YIL018W,RHTO0S_23e01860g,1,2,4,1.00/2,1.00/2,,,,
YKL082C,RHTO_06986,1,1,1,,,,,,
YLR242C,RHTO_07491,1,1,1,,,,,,
YHR174W,RHTO_00323,0.667,2,3,0.50/2,,,,,
YJR014W,RHTO_05273,1,2,3,1.00/2,,,,,
YOL094C,RHTO_03509,0.778,2,9,0.75/8,,,,,
YDR062W,RHTO_01432,0.714,2,7,0.67/6,,,,,
YOL080C,RHTO_04856,1,2,3,1.00/2,,,,,
YHR051W,RHTO_03666,1,2,3,1.00/2,,,,,
YMR054W,RHTO_02933,1,2,3,1.00/2,,,,,
YMR319C,RHTO_03445,1,1,1,,,,,,
YKL045W,RHTO_07979,1,2,3,1.00/2,,,,,
YBR200W,RHTO_06978,1,2,3,1.00/2,,,,,
YKR057W,RHTO0S_05e04896g,1,2,3,1.00/2,,,,,
YLR419W,RHTO_00473,0.909,1,11,1.00/10,,,,,
YJL001W,RHTO_07187,1,2,7,1.00/6,,,,,
YER008C,RHTO_03209,1,1,1,,,,,,
YNR043W,RHTO_06005,1,2,3,1.00/2,,,,,
YJL155C,RHTO_02818,1,2,5,1.00/4,,,,,
YGL227W,RHTO_06668,1,1,1,,,,,,
YBR020W,RHTO_05737,1,2,3,1.00/2,,,,,
YDR459C,RHTO_00779,1,1,2,1.00/2,,,,,
YIL090W,RHTO_01661,1,1,1,,,,,,
YNL244C,RHTO_04549,1,2,3,1.00/2,,,,,
YDR338C,RHTO_01471,1,1,2,1.00/2,,,,,
YGL085W,RHTO_03727,1,2,3,1.00/2,,,,,
YKL086W,RHTO_03552,1,2,3,1.00/2,,,,,
YER006W,RHTO_07311,1,2,7,1.00/6,,,,,
YLR117C,RHTO_02250,0.667,1,3,1.00/2,,,,,
YMR210W,RHTO_03216,1,1,1,,,,,,
YMR158W,RHTO_04480,1,2,3,1.00/2,,,,,
YOR164C,RHTO_03925,1,2,3,1.00/2,,,,,
YOR332W,RHTO_04091,1,2,3,1.00/2,,,,,
YDR397C,RHTO_02473,1,2,5,1.00/4,,,,,
YPL258C,RHTO_03810,1,2,3,1.00/2,,,,,
YFR025C,RHTO_06924,1,2,3,1.00/2,,,,,
YJL100W,RHTO_02338,1,2,3,1.00/2,,,,,
YHR050W,RHTO_05233,1,2,3,1.00/2,,,,,
YFL037W,RHTO_04662,0.909,1,11,1.00/10,,,,,
YNL241C,RHTO_07853,1,2,3,1.00/2,,,,,
YBL034C,RHTO_07009,1,1,1,,,,,,
YJL053W,RHTO_06369,1,2,3,1.00/2,,,,,
YOR176W,RHTO_05995,1,2,3,1.00/2,,,,,
YDR511W,RHTO_05518,1,2,3,1.00/2,,,,,
YAL041W,RHTO_03343,1,2,3,1.00/2,,,,,
YNL152W,RHTO_04584,1,1,1,,,,,,
YPL236C,RHTO_03768,0.667,1,3,1.00/2,,,,,
YGR243W,RHTO_00084,1,1,1,,,,,,
YJL049W,RHTO_03204,1,2,3,1.00/2,,,,,
YGL094C,RHTO_00223,1,2,3,1.00/2,,,,,
YOR043W,RHTO_04663,1,2,3,1.00/2,,,,,
YOR216C,RHTO_07969,1,1,2,1.00/2,,,,,
YKL178C,RHTO_03738,1,1,2,1.00/2,,,,,
YKR097W,RHTO_07480,0.667,1,3,1.00/2,,,,,
YJL172W,RHTO_03875,1,1,2,1.00/2,,,,,
YDR389W,RHTO_04167,0.667,1,3,1.00/2,,,,,
YOR129C,RHTO_02252,1,1,1,,,,,,
YGR092W,RHTO_05360,1,2,7,1.00/6,,,,,
YPR147C,RHTO_01002,1,1,1,,,,,,
YOR154W,RHTO_01481,1,1,1,,,,,,
YDL201W,RHTO_03674,1,2,3,1.00/2,,,,,
YOR362C,RHTO_02094,0.769,2,13,0.75/12,,,,,
YDL245C,RHTO_00630,0.923,1,13,1.00/12,,,,,
YLR284C,RHTO_06842,1,2,3,1.00/2,,,,,
YGR085C,RHTO_05617,1,2,3,1.00/2,,,,,
YCL024W,RHTO_05631,0.933,2,15,0.93/14,,,,,
YGR043C,RHTO_06955,1,2,5,1.00/4,,,,,
YNR038W,RHTO_03670,1,2,5,1.00/4,,,,,
YIL070C,RHTO_05630,0.667,1,3,1.00/2,,,,,
YDR091C,RHTO_06022,1,1,1,,,,,,
YFR038W,RHTO_02235,1,2,11,1.00/10,,,,,
YDR301W,RHTO_06665,0.667,1,3,1.00/2,,,,,
YNL098C,RHTO_00181,0.556,2,9,0.50/8,,,,,
YOR096W,RHTO_04890,1,2,3,1.00/2,,,,,
YLR342W,RHTO_05280,1,1,4,1.00/4,,,,,
YOR103C,RHTO_06991,1,2,3,1.00/2,,,,,
YJR005W,RHTO_07004,1,1,4,1.00/4,,,,,
YBR015C,RHTO_07662,1,1,1,,,,,,
YBR189W,RHTO_03637,0.6,2,5,0.50/4,,,,,
YER183C,RHTO_04964,1,2,3,1.00/2,,,,,
YBR241C,RHTO_00074,1,2,3,1.00/2,,,,,
YDR155C,RHTO_00155,0.7,1,10,0.70/10,,,,,
YJL121C,RHTO_05984,1,2,3,1.00/2,,,,,
YFR004W,RHTO_06442,1,2,3,1.00/2,,,,,
YML022W,RHTO_05149,0.667,1,3,1.00/2,,,,,
YNL085W,RHTO_04848,1,2,3,1.00/2,,,,,
YCR011C,RHTO_00266,0.6,2,5,0.50/4,,,,,
YHL004W,RHTO_04721,1,2,3,1.00/2,,,,,
YIL098C,RHTO_06306,1,1,2,1.00/2,,,,,
YER004W,RHTO_03869,1,2,3,1.00/2,,,,,
YGL211W,RHTO_03844,1,2,3,1.00/2,,,,,
YBR283C,RHTO_04473,0.667,1,3,1.00/2,,,,,
YPR140W,RHTO_01948,1,2,3,1.00/2,,,,,
YJL010C,RHTO_03811,1,2,3,1.00/2,,,,,
YNL025C,RHTO_05935,1,2,3,1.00/2,,,,,
YPL030W,RHTO_03575,1,1,1,,,,,,
YBR210W,RHTO_01313,1,2,3,1.00/2,,,,,
YPR180W,RHTO_05713,1,1,1,,,,,,
YPL115C,RHTO_05046,1,2,3,1.00/2,,,,,
YML024W,RHTO_06249,1,2,3,1.00/2,,,,,
YER026C,RHTO_00574,1,2,3,1.00/2,,,,,
YDL175C,RHTO_04937,1,1,1,,,,,,
YDR272W,RHTO_00838,1,2,3,1.00/2,,,,,
YOL049W,RHTO_07794,1,2,3,1.00/2,,,,,
YPL095C,RHTO_03216,1,1,1,,,,,,
YLR357W,RHTO_06534,1,1,1,,,,,,
YFL007W,RHTO_01248,1,2,3,1.00/2,,,,,
YJR129C,RHTO_03238,1,1,1,,,,,,
YER019C-A,RHTO0S_01e06436g,1,1,1,,,,,,
YER182W,RHTO_04098,1,2,3,1.00/2,,,,,
YLR133W,RHTO_05278,1,2,3,1.00/2,,,,,
YGR095C,RHTO_01413,1,2,3,1.00/2,,,,,
YPR082C,RHTO_00079,0.667,1,3,1.00/2,,,,,
YCR047C,RHTO_01244,1,2,3,1.00/2,,,,,
YOL084W,RHTO_00826,1,2,5,1.00/4,,,,,
YNL286W,RHTO_07575,1,2,3,1.00/2,,,,,
YGR170W,RHTO_01587,1,1,2,1.00/2,,,,,
YGR046W,RHTO_06426,1,2,3,1.00/2,,,,,
YNL204C,RHTO_04927,1,1,1,,,,,,
YJL033W,RHTO_02100,1,2,19,1.00/18,,,,,
YLR388W,RHTO_08151,1,2,3,1.00/2,,,,,
YDR300C,RHTO_02811,1,2,3,1.00/2,,,,,
YBR155W,RHTO_06784,1,2,3,1.00/2,,,,,
YEL019C,RHTO_03492,1,1,2,1.00/2,,,,,
YAL020C,RHTO_04858,1,1,1,,,,,,
YHL015W,RHTO0S_09e00430g,1,2,3,1.00/2,,,,,
YOL056W,RHTO_07773,1,2,3,1.00/2,,,,,
YOR117W,RHTO_06702,1,2,15,1.00/14,,,,,
YML065W,RHTO_02836,1,1,1,,,,,,
YLR175W,RHTO_03162,1,2,3,1.00/2,,,,,
YOR092W,RHTO_08026,1,1,1,,,,,,
YKR059W,RHTO_01907,1,1,10,1.00/10,,,,,
YHR042W,RHTO_06309,1,2,5,1.00/4,,,,,
YDR512C,RHTO_08089,1,1,2,1.00/2,,,,,
YLR251W,RHTO_03617,1,1,1,,,,,,
YPL091W,RHTO_03104,0.6,2,5,0.50/4,,,,,
#N/A,RHTO_03638,1,2,3,1.00/2,,,,,
YBR017C,RHTO_05546,1,1,2,1.00/2,,,,,
YGR175C,RHTO_01745,1,2,3,1.00/2,,,,,
YNL212W,RHTO_01246,1,2,3,1.00/2,,,,,
YHR099W,RHTO_07704,1,2,3,1.00/2,,,,,
YNL010W,RHTO_00822,1,2,3,1.00/2,,,,,
YBL084C,RHTO_02760,1,2,3,1.00/2,,,,,
YDR166C,RHTO_01946,1,1,1,,,,,,
YNL026W,RHTO_04012,1,1,1,,,,,,
YLR272C,RHTO_00638,1,2,3,1.00/2,,,,,
YAL023C,RHTO_07144,1,2,7,1.00/6,,,,,
YBR085W,RHTO_05106,0.636,2,11,0.60/10,,,,,
YFR033C,RHTO0S_03e00782g,1,1,1,,,,,,
YLR303W,RHTO_02616,1,2,3,1.00/2,,,,,
YNL014W,RHTO_02697,1,2,11,1.00/10,,,,,
YDL119C,RHTO_05873,0.667,1,3,1.00/2,,,,,
YHR106W,RHTO_06693,0.667,2,3,0.50/2,,,,,
YOR048C,RHTO_00935,1,1,1,,,,,,
YOR258W,RHTO_06907,1,2,3,1.00/2,,,,,
YPL242C,RHTO_07551,1,1,2,1.00/2,,,,,
YDR490C,RHTO_04347,1,1,2,1.00/2,,,,,
YDR460W,RHTO_01787,1,1,1,,,,,,
YPR052C,RHTO_03328,1,1,1,,,,,,
YBR221C,RHTO_07250,1,2,3,1.00/2,,,,,
YMR243C,RHTO_06491,1,1,2,1.00/2,,,,,
YNL213C,RHTO_00672,1,1,1,,,,,,
YJR007W,RHTO_07354,1,2,3,1.00/2,,,,,
YBR024W,RHTO_03600,1,2,3,1.00/2,,,,,
YDR406W,RHTO_01810,0.923,1,13,1.00/12,,,,,
YAL058W,RHTO_00462,0.667,1,3,1.00/2,,,,,
