reaction	Acetate	Glycerol	Xylose	Xylose (no PK-PTA)
PA kinase (1-18:0, 2-18:1), vacuolar membrane	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C24))	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-1 (C24))	0	0	0	0
IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C26))	0	0	0	0
IPC synthase (PI (1-18:0, 2-18:1) ceramide-1 (C26))	0	0	0	0
palmitate transport, cytoplasm-ER membrane	0	3.336317e-03	0	0
palmitoleate transport, cytoplasm-ER membrane	0	0	0	0
stearate transport, cytoplasm-ER membrane	0	0	0	0
oleate transport, cytoplasm-ER membrane	-6.829364e-03	-9.443700e-03	-8.407591e-03	-8.074014e-03
malonyl-CoA transport, cytoplasm-ER membrane	0	0	0	0
lauroyl-CoA transport, cytoplasm-ER membrane	0	0	0	0
myristoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0
palmitoyl-CoA transport, cytoplasm-ER membrane	4.622472e-03	6.391992e-03	5.690699e-03	5.464917e-03
palmitoleoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0
stearoyl-CoA transport, cytoplasm-ER membrane	2.031881e-02	2.809701e-02	2.501437e-02	2.402191e-02
oleoyl-CoA transport, cytoplasm-ER membrane	-4.019870e-05	-5.558710e-05	-4.948840e-05	-4.752491e-05
icosanoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0
docosanoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0
tetracosanoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0
hexacosanoyl-CoA transport, cytoplasm-ER membrane	0	0	0	0
H+ transport, cytoplasm-ER membrane	1.896452e-02	2.622430e-02	2.334712e-02	2.242080e-02
H2O transport, cytoplasm-ER membrane	-4.304277e-02	-5.951989e-02	-5.298970e-02	-5.088730e-02
CO2 transport, cytoplasm-ER membrane	0	0	0	0
coenzyme A transport, cytoplasm-ER membrane	-2.490108e-02	-3.443342e-02	-3.065558e-02	-2.943930e-02
NADPH transport, cytoplasm-ER membrane	0	0	0	0
NADP(+) transport, cytoplasm-ER membrane	0	0	0	0
O2 transport, cytoplasm-ER membrane	3.038358e-02	4.201466e-02	3.740505e-02	3.592098e-02
NADH transport, cytoplasm-ER membrane	3.038358e-02	4.201466e-02	3.740505e-02	3.592098e-02
NAD transport, cytoplasm-ER membrane	-3.038358e-02	-4.201466e-02	-3.740505e-02	-3.592098e-02
glycerol 3-phosphate transport, cytoplasm-ER membrane	8.999107e-03	1.244404e-02	1.107875e-02	1.063919e-02
dihydroxyacetone phosphate transport, cytoplasm-ER membrane	0	0	0	0
diphosphate transport, cytoplasm-ER membrane	-4.051394e-03	-5.602301e-03	-4.987648e-03	-4.789760e-03
phosphate transport, cytoplasm-ER membrane	-7.320225e-03	-1.012247e-02	-9.011888e-03	-8.654335e-03
CTP transport, cytoplasm-ER membrane	1.638683e-03	2.265984e-03	2.017373e-03	1.937332e-03
CDP transport, cytoplasm-ER membrane	0	0	0	0
CMP transport, cytoplasm-ER membrane	-1.638683e-03	-2.265984e-03	-2.017373e-03	-1.937332e-03
CDP-ethanolamine transport, cytoplasm-ER membrane	0	0	0	0
CDP-choline transport, cytoplasm-ER membrane	0	0	0	0
ATP transport, cytoplasm-ER membrane	2.412711e-03	3.336317e-03	2.970275e-03	2.852428e-03
AMP transport, cytoplasm-ER membrane	-2.412711e-03	-3.336317e-03	-2.970275e-03	-2.852428e-03
L-serine transport, cytoplasm-ER membrane	1.446275e-03	1.999921e-03	1.780501e-03	1.709859e-03
myo-inositol transport, cytoplasm-ER membrane	1.924075e-04	2.660627e-04	2.368718e-04	2.274738e-04
S-adenosyl-L-methionine transport, cytoplasm-ER membrane	1.014889e-03	1.403397e-03	1.249424e-03	1.199852e-03
S-adenosyl-L-homocysteine transport, cytoplasm-ER membrane	-1.014889e-03	-1.403397e-03	-1.249424e-03	-1.199852e-03
episterol transport, cytoplasm-ER membrane	0	0	0	0
fecosterol transport, cytoplasm-ER membrane	0	0	0	0
lanosterol transport, cytoplasm-ER membrane	0	0	0	0
ergosterol transport, cytoplasm-ER membrane	0	0	0	0
zymosterol transport, cytoplasm-ER membrane	0	0	0	0
sn-glycero-3-phosphocholine transport, ER membrane-cytoplasm	0	0	0	0
hexadecanoate (n-C16:0) transport, cytoplasm-lipid particle	-3.237814e-03	-4.477276e-03	-3.986054e-03	-3.827905e-03
hexadecenoate (n-C16:1) transport, cytoplasm-lipid particle	0	0	0	0
octadecanoate (n-C18:0) transport, cytoplasm-lipid particle	0	0	0	0
octadecenoate (n-C18:1) transport, cytoplasm-lipid particle	0	0	0	0
lauroyl-CoA transport, cytoplasm-lipid particle	0	0	0	0
myristoyl-CoA transport, cytoplasm-lipid particle	0	0	0	0
palmitoyl-CoA transport, cytoplasm-lipid particle	0	0	0	0
palmitoleoyl-CoA transport, cytoplasm-lipid particle	0	0	0	0
stearoyl-CoA transport, cytoplasm-lipid particle	0	0	0	0
oleoyl-CoA transport, cytoplasm-lipid particle	0	0	0	0
glycerol 3-phosphate transport, cytoplasm-lipid particle	0	0	0	0
dihydroxyacetone phosphate transport, cytoplasm-lipid particle	0	0	0	0
NADPH transport, cytoplasm-lipid particle	0	0	0	0
NADP(+) transport, cytoplasm-lipid particle	0	0	0	0
ATP transport, cytoplasm-lipid particle	3.574802e-03	4.943265e-03	4.400918e-03	4.226308e-03
AMP transport, cytoplasm-lipid particle	-3.574802e-03	-4.943265e-03	-4.400918e-03	-4.226308e-03
diphosphate transport, cytoplasm-lipid particle	-3.574802e-03	-4.943265e-03	-4.400918e-03	-4.226308e-03
H2O transport, cytoplasm-lipid particle	6.812616e-03	9.420541e-03	8.386972e-03	8.054213e-03
glycerol transport, lipid particle-cytoplasm	3.237814e-03	4.477276e-03	3.986054e-03	3.827905e-03
docosanoyl-CoA transport, lipid particle-cytoplasm	0	0	0	0
tetracosanoyl-CoA transport, lipid particle-cytoplasm	0	0	0	0
hexacosanoyl-CoA transport, lipid particle-cytoplasm	0	0	0	0
ATP transport, cytoplasm-cell envelope	0	0	0	0
ADP transport, cytoplasm-cell envelope	0	0	0	0
H+ transport, cytoplasm-cell envelope	0	0	0	0
H2O transport, cytoplasm-cell envelope	0	0	0	0
phosphate transport, cytoplasm-cell envelope	0	0	0	0
sn-glycero-3-phosphocholine transport, cell envelope-cytoplasm	0	0	0	0
1-(sn-glycero-3-phospho)-1D-myo-inositol transport, cell envelope-cytoplasm	0	0	0	0
palmitate transport, cell envelope-cytoplasm	0	0	0	0
palmitoleate transport, cell envelope-cytoplasm	0	0	0	0
stearate transport, cell envelope-cytoplasm	0	0	0	0
oleate transport, cell envelope-cytoplasm	0	0	0	0
icosanoyl-CoA transport, cell envelope-cytoplasm	0	0	0	0
docosanoyl-CoA transport, cell envelope-cytoplasm	0	0	0	0
tetracosanoyl-CoA transport, cell envelope-cytoplasm	0	0	0	0
hexacosanoyl-CoA transport, cell envelope-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm	0	0	0	0
H2O transport, cytoplasm-vacuolar membrane	0	0	0	0
phosphate transport, cytoplasm-vacuolar membrane	0	0	0	0
H+ transport, cytoplasm-vacuolar membrane	0	0	0	0
ATP transport, cytoplasm-vacuolar membrane	0	0	0	0
ADP transport, cytoplasm-vacuolar membrane	0	0	0	0
carbon dioxide transport, cytoplasm-vacuolar membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cytoplasm	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cytoplasm	0	0	0	0
H2O transport, cytoplasm-Golgi membrane	0	0	0	0
phosphate transport, cytoplasm-Golgi membrane	0	0	0	0
H+ transport, cytoplasm-Golgi membrane	0	0	0	0
carbon dioxide transport, cytoplasm-Golgi membrane	0	0	0	0
ATP transport, cytoplasm-Golgi membrane	0	0	0	0
ADP transport, cytoplasm-Golgi membrane	0	0	0	0
H2O transport, cytoplasm-mitochondrial membrane	6.029806e-05	8.338065e-05	7.423260e-05	7.128737e-05
carbon dioxide transport, cytoplasm-mitochondrial membrane	-6.091720e-04	-8.423680e-04	-7.499482e-04	-7.201935e-04
palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane	0	0	0	0
oleoyl-CoA transport, cytoplasm-mitochondrial membrane	4.019870e-05	5.558710e-05	4.948840e-05	4.752491e-05
palmitate transport, mitochondrial membrane-cytoplasm	0	0	0	0
stearate transport, mitochondrial membrane-cytoplasm	4.019870e-05	5.558710e-05	4.948840e-05	4.752491e-05
coenzyme A transport, mitochondrial membrane-cytoplasm	4.019870e-05	5.558710e-05	4.948840e-05	4.752491e-05
cerotic acid transport, ER membrane-lipid particle	0	0	0	0
TAG (1-16:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0	0
TAG (1-16:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0	0
TAG (1-16:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0	0
TAG (1-18:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0	0
TAG (1-18:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0	0
TAG (1-18:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0	0
episterol transport, ER membrane-lipid particle	0	0	0	0
fecosterol transport, ER membrane-lipid particle	0	0	0	0
lanosterol transport, ER membrane-lipid particle	0	0	0	0
zymosterol transport, ER membrane-lipid particle	0	0	0	0
ergosteryl palmitoleate transport, ER membrane-lipid particle	0	0	0	0
ergosteryl oleate transport, ER membrane-lipid particle	0	0	0	0
episteryl palmitoleate transport, ER membrane-lipid particle	0	0	0	0
episteryl oleate transport, ER membrane-lipid particle	0	0	0	0
fecosteryl palmitoleate transport, ER membrane-lipid particle	0	0	0	0
fecosteryl oleate transport, ER membrane-lipid particle	0	0	0	0
lanosteryl palmitoleate transport, ER membrane-lipid particle	0	0	0	0
lanosteryl oleate transport, ER membrane-lipid particle	0	0	0	0
zymosteryl palmitoleate transport, ER membrane-lipid particle	0	0	0	0
zymosteryl oleate transport, ER membrane-lipid particle	0	0	0	0
phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-lipid particle	0	0	0	0
phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-lipid particle	0	0	0	0
phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-lipid particle	0	0	0	0
phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-lipid particle	0	0	0	0
1-acylglycerophosphocholine (16:0) transport, ER membrane-lipid particle	0	0	0	0
1-acylglycerophosphocholine (18:0) transport, ER membrane-lipid particle	0	0	0	0
1-acylglycerophosphoethanolamine (16:0) transport, ER membrane-lipid particle	3.574802e-03	4.943265e-03	4.400918e-03	3.826358e-03
1-acylglycerophosphoethanolamine (18:0) transport, ER membrane-lipid particle	0	0	0	3.999508e-04
phosphatidate (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0	0
phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0	0
phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0	0
phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0	0
phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0	0
diglyceride (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0	0
diglyceride (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0	0
phosphatidate (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0	0
phosphatidate (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane	0	0	0	0
phosphatidate (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0	0
phosphatidate (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0	0
phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0	0
phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0	0
phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0	0
phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0	0
phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0	0
phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0	0
phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0	0
phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-cell envelope	0	0	0	0
cerotic acid transport, cell envelope-ER membrane	0	0	0	0
zymosteryl palmitoleate transport, ER membrane-cell envelope	0	0	0	0
zymosteryl oleate transport, ER membrane-cell envelope	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-nucleus	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-nucleus	0	0	0	0
cerotic acid transport, ER membrane-ER	0	0	0	0
ergosterol transport, ER-ER membrane	0	0	0	0
phosphate transport, ER-ER membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-Golgi membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-Golgi membrane	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cell envelope	0	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cell envelope	0	0	0	0
H+ transport, mitochondrion-mitochondrial membrane	5.689733e-04	7.867809e-04	7.004598e-04	6.726686e-04
glycerol 3-phosphate transport, mitochondrion-mitochondrial membrane	2.009935e-05	2.779355e-05	2.474420e-05	2.376246e-05
CMP transport, mitochondrion-mitochondrial membrane	-4.019870e-05	-5.558710e-05	-4.948840e-05	-4.752491e-05
CTP transport, mitochondrion-mitochondrial membrane	4.019870e-05	5.558710e-05	4.948840e-05	4.752491e-05
phosphate transport, mitochondrion-mitochondrial membrane	-2.009935e-05	-2.779355e-05	-2.474420e-05	-2.376246e-05
diphosphate transport, mitochondrion-mitochondrial membrane	-4.019870e-05	-5.558710e-05	-4.948840e-05	-4.752491e-05
phosphatidyl-L-serine transport, ER membrane-cytoplasm	0	0	0	0
phosphatidylcholine transport, ER membrane-cytoplasm	0	0	0	0
phosphatidylethanolamine transport, ER membrane-cytoplasm	0	0	0	0
triglyceride transport, ER membrane-cytoplasm	0	0	0	0
succinyl-CoA:acetate CoA transferase	0	0	0	0
heme a transport	0	0	0	0
biomass pseudoreaction	0	0	0	0
raffinose invertase	0	0	0	0
raffinose exchange	0	0	0	0
melibiose exchange	0	0	0	0
uridine hydrolase	0	0	0	0
non-growth associated maintenance reaction	0	0	0	0
protein pseudoreaction	0	0	0	0
carbohydrate pseudoreaction	0	0	0	0
RNA pseudoreaction	0	0	0	0
DNA pseudoreaction	0	0	0	0
diglyceride transport	7.440782e-04	1.028917e-03	9.160305e-04	8.796864e-04
phosphatidylglycerol transport	0	0	0	0
cardiolipin transport	0	0	0	0
lipid backbone exchange	6.035038e-02	8.345300e-02	7.429701e-02	7.134922e-02
lipid backbone pseudoreaction	6.035038e-02	8.345300e-02	7.429701e-02	7.134922e-02
lipid chain exchange	6.028702e-02	8.336538e-02	7.421900e-02	7.127431e-02
lipid chain pseudoreaction	6.028702e-02	8.336538e-02	7.421900e-02	7.127431e-02
Cytochrome c apocytochrome-c-lyase	0	0	0	0
(R)-Acetoin:NAD+ oxidoreductase	0	0	0	0
Probable diacetyl reductase [(R)-acetoin forming] 2 (EC 1.1.1.303)	0	0	0	0
Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-) (Cytochrome c oxidase assembly factor PET112)	0	0	0	0
Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M)	0	0	0	0
NADPH2:quinone oxidoreductase	0	0	0	0
ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase)	0	0	0	0
Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2)	0	0	0	0
Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2)	0	0	0	0
Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2)	0	0	0	0
Glucosidase 2 subunit alpha (EC 3.2.1.84) (Alpha-glucosidase II subunit alpha) (Glucosidase II subunit alpha) (Reversal of TOR2 lethality protein 2)	0	0	0	0
Glucosidase 2 subunit alpha (EC 3.2.1.84) (Alpha-glucosidase II subunit alpha) (Glucosidase II subunit alpha) (Reversal of TOR2 lethality protein 2)	0	0	0	0
Probable metabolite transport protein YBR241C	0	0	0	0
Probable metabolite transport protein YBR241C	0	0	0	0
UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase	0	0	0	0
L-cysteine:sulfur-acceptor sulfurtransferase	0	0	0	0
Probable ATP-dependent permease	0	0	0	0
Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-)	0	0	0	0
Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-)	0	0	0	0
Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-)	0	0	0	0
Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-)	0	0	0	0
Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-)	0	0	0	0
Benzyl alcohol:NAD+ oxidoreductase	0	0	0	0
Manganese-transporting ATPase 1 (EC 3.6.3.-)	0	0	0	0
4-hydroxy-4-methyl-2-oxoglutarate pyruvate-lyase (pyruvate-forming)	0	0	0	0
oxaloacetate carboxy-lyase (pyruvate-forming)	0	0	0	0
L-methionine:thioredoxin-disulfide S-oxidoreductase	0	0	0	0
Glutathione-specific gamma-glutamylcyclotransferase (Gamma-GCG) (EC 4.3.2.-)	0	0	0	0
superoxide:superoxide oxidoreductase	0	0	0	0
S-Adenosyl-L-methionine:histone-L-lysine N6-methyltransferase	0	0	0	0
Zinc transporter YKE4	0	0	0	0
NADH:ferricytochrome-b5 oxidoreductase	0	0	0	0
NADH-cytochrome b5 reductase 1 (EC 1.6.2.2) (Microsomal cytochrome b reductase) (P35)	0	0	0	0
Benzil reductase ((S)-benzoin forming) IRC24 (EC 1.1.1.320) (Increased recombination centers protein 24)	0	0	0	0
Glutathione S-transferase 1 (EC 2.5.1.18) (GST-I)	0	0	0	0
Glutathione S-transferase 1 (EC 2.5.1.18) (GST-I)	0	0	0	0
L-methionine:oxidized-thioredoxin S-oxidoreductase	0	0	0	0
Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I)	0	0	0	0
Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I)	0	0	0	0
5-oxo-L-proline amidohydrolase (ATP-hydrolysing)	0	0	0	0
threo-3-hydroxy-L-aspartate ammonia-lyase	0	0	0	0
Glutathione S-transferase omega-like 2 (EC 2.5.1.18) (Extracellular mutant protein 4) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1)	0	0	0	0
glutathione:dehydroascorbate oxidoreductase	0	0	0	0
Glutathione S-transferase omega-like 2 (EC 2.5.1.18) (Extracellular mutant protein 4) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1)	0	0	0	0
D-ribose 5-phosphate,D-glyceraldehyde 3-phosphate pyridoxal 5-phosphate-lyase (glutamine-hydrolyzing)	0	0	0	0
D-ribulose 5-phosphate,D-glyceraldehyde 3-phosphate pyridoxal 5-phosphate-lyase	0	0	0	0
L-cysteinylglycine dipeptidase	0	0	0	0
Cys-Gly metallodipeptidase DUG1 (EC 3.4.13.-) (Deficient in utilization of glutathione protein 1) (GSH degradosomal complex subunit DUG1)	0	0	0	0
D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (D-tyrosyl-tRNA(Tyr) deacylase) (Gly-tRNA(Ala) deacylase) (EC 3.1.1.-)	0	0	0	0
D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (D-tyrosyl-tRNA(Tyr) deacylase) (Gly-tRNA(Ala) deacylase) (EC 3.1.1.-)	0	0	0	0
4-nitrophenyl phosphate phosphohydrolase	0	0	0	0
D-Iditol:NAD+ 2-oxidoreductase	0	0	0	0
ATP:alpha-D-galactose 1-phosphotransferase	0	0	0	0
3-Hydroxy-2-methylpropanoyl-CoA hydrolase	0	0	0	0
Sodium transport ATPase 5 (EC 3.6.3.7)	0	0	0	0
Broad-range acid phosphatase DET1 (EC 3.1.3.-) (Decreased ergosterol transport protein 1)	0	0	0	0
L-Alanine:2-oxoglutarate aminotransferase	2.223099e-03	0	0	0
ATP:D-Gluconate 6-phosphotransferase	0	0	0	0
S-Adenosyl-L-methionine:protein-C-terminal-S-farnesyl-L-cysteine O-methyltransferase	0	0	0	0
(R)-lactate hydro-lyase	0	0	0	0
Calcium-transporting ATPase 2 (EC 3.6.3.8) (Vacuolar Ca(2+)-ATPase)	0	0	0	0
Calcium-transporting ATPase 2 (EC 3.6.3.8) (Vacuolar Ca(2+)-ATPase)	0	0	0	0
L-arginyl-tRNA(Arg):protein arginyltransferase	0	0	0	0
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3 (Oligosaccharyl transferase subunit STT3) (EC 2.4.99.18)	0	0	0	0
Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (Asparagine-linked glycosylation protein 2) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase) (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase) (GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase)	0	0	0	0
GDP-D-mannose:D-Man-alpha-(1->3)-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-6-mannosyltransferase	0	0	0	0
2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate 6-phosphomannohydrolase	0	0	0	0
Alpha-mannosidase (EC 3.2.1.24) (Alpha-D-mannoside mannohydrolase)	0	0	0	0
ATP:L-threonyl,bicarbonate adenylyltransferase	0	0	0	0
O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase; O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	0	0	0	0
CTP:phosphatidate cytidyltransferase	0	0	0	0
Thiamine thiazole synthase (Thiazole biosynthetic enzyme)	0	0	0	0
nitric oxide, NADPH2:oxygen oxidoreductase	0	0	0	0
Flavohemoprotein (EC 1.14.12.17) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD)	0	0	0	0
Putative lipoate-protein ligase A (EC 6.3.1.20) (Altered inheritance rate of mitochondria protein 22)	0	0	0	0
[lipoyl-carrier protein]-L-lysine:lipoate ligase (AMP-forming)	0	0	0	0
Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.-) (Nitrilase homolog 1)	0	0	0	0
Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.-) (Nitrilase homolog 1)	0	0	0	0
Anion/proton exchange transporter GEF1 (CLC protein GEF1) (ClC-A) (ClC-Y1) (Voltage-gated chloride channel) [Cleaved into: GEF1 N-terminal; GEF1 C-terminal]	0	0	0	0
nucleoside-triphosphate diphosphohydrolase	0	0	0	0
Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Hydroxylaminopurine sensitivity protein 1) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	0	0	0	0
2'-Deoxyguanosine 5'-triphosphate diphosphohydrolase	0	0	0	0
dTTP diphosphohydrolase	0	0	0	0
Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Hydroxylaminopurine sensitivity protein 1) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	0	0	0	0
Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase)	0	0	0	0
alpha 1,2-mannosyloligosaccharide alpha-D-mannohydrolase	0	0	0	0
O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming)	0	0	0	0
Fe(II):NADP+ oxidoreductase	0	0	0	0
Fe(II):NADP+ oxidoreductase	0	0	0	0
diphthine:ammonia ligase (AMP-forming)	0	0	0	0
octanoyl-[acp]:protein N6-octanoyltransferase	0	0	0	0
lipoyl-[acp]:protein N6-lipoyltransferase	0	0	0	0
ATP:D-fructose-6-phosphate 2-phosphotransferase	0	0	0	0
alpha-D-Glucose 6-phosphate ketol-isomerase	0	0	0	0
D-Glyceraldehyde:NAD+ oxidoreductase	0	0	0	0
4-Aminobutyraldehyde:NAD+ oxidoreductase	0	0	0	0
4-aminobutanal:NAD+ 1-oxidoreductase; 4-aminobutyraldehyde:NAD+ oxidoreductase	0	0	0	0
Indole-3-acetaldehyde:NAD+ oxidoreductase	0	0	0	0
2-Propyn-1-al:NAD+ oxidoreductase	0	0	0	0
D-Glucuronolactone:NAD+ oxidoreductase	0	0	0	0
4-Trimethylammoniobutanal:NAD+ 1-oxidoreductase; 4-Trimethylammoniobutanal:NAD+ oxidoreductase	0	0	0	0
(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase	0	0	0	0
Imidazole acetaldehyde:NAD+ oxidoreductase	0	0	0	0
3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase	0	0	0	0
