reaction	reactionName	A120	A100	A80	A60	G120	G100	G80	G60	X120	X100	X80	X60
t_0613	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:3) transport, vacuolar membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0615	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:2) transport, vacuolar membrane-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0616	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:3) transport, vacuolar membrane-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0618	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:2) transport, vacuolar membrane-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0619	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:3) transport, vacuolar membrane-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0621	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:2) transport, vacuolar membrane-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0622	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:3) transport, vacuolar membrane-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0624	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:2) transport, vacuolar membrane-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0625	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:3) transport, vacuolar membrane-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0627	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:2) transport, vacuolar membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0628	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:3) transport, vacuolar membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0630	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:2) transport, vacuolar membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0631	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:3) transport, vacuolar membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0633	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:2) transport, cell envelope-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0634	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:3) transport, cell envelope-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0636	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:2) transport, cell envelope-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0637	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:3) transport, cell envelope-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0639	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:2) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0640	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:3) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0642	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:2) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0643	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:3) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0645	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:2) transport, nucleus-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0646	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:3) transport, nucleus-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0648	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:2) transport, nucleus-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0649	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:3) transport, nucleus-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0651	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:2) transport, cell envelope-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0652	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:3) transport, cell envelope-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0654	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:2) transport, cell envelope-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0655	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:3) transport, cell envelope-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0657	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:2) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0658	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:3) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0660	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:2) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0661	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:3) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0663	diglyceride (1-16:0, 2-18:2) transport, cytoplasm-ER membrane	-0.000854	-0.001993	-0.003198	-0.001962	-0.001715	-0.033097	-0.026132	-0.033665	-0.000014	-0.000105	-0.002794	-0.003950
t_0664	diglyceride (1-16:0, 2-18:3) transport, cytoplasm-ER membrane	-0.000819	-0.007365	-0.009132	-0.009087	-0.003441	0.000000	0.000000	0.000000	-0.000168	-0.001223	-0.005616	-0.007440
t_0666	diglyceride (1-18:0, 2-18:2) transport, cytoplasm-ER membrane	-0.000158	-0.000887	-0.001163	-0.001042	-0.000487	-0.001868	-0.002483	-0.001540	-0.000017	-0.000125	-0.000794	-0.001075
t_0667	diglyceride (1-18:0, 2-18:3) transport, cytoplasm-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0669	diglyceride (1-16:0, 2-18:2) transport, cytoplasm-lipid particle	0.000854	0.001993	0.003198	0.001962	0.001715	0.033097	0.026132	0.033665	0.000014	0.000105	0.002794	0.003950
t_0670	diglyceride (1-16:0, 2-18:3) transport, cytoplasm-lipid particle	0.000819	0.007365	0.009132	0.009087	0.003441	0.000000	0.000000	0.000000	0.000168	0.001223	0.005616	0.007440
t_0672	diglyceride (1-18:0, 2-18:2) transport, cytoplasm-lipid particle	0.000158	0.000887	0.001163	0.001042	0.000487	0.001868	0.002483	0.001540	0.000017	0.000125	0.000794	0.001075
t_0673	diglyceride (1-18:0, 2-18:3) transport, cytoplasm-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0675	diglyceride (1-16:0, 2-18:2) transport, ER membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0676	diglyceride (1-16:0, 2-18:3) transport, ER membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0678	diglyceride (1-18:0, 2-18:2) transport, ER membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0679	diglyceride (1-18:0, 2-18:3) transport, ER membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0681	diglyceride (1-16:0, 2-18:2) transport, mitochondrial membrane-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0682	diglyceride (1-16:0, 2-18:3) transport, mitochondrial membrane-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0683	diglyceride (1-18:0, 2-18:1) transport, mitochondrial membrane-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0684	diglyceride (1-18:0, 2-18:2) transport, mitochondrial membrane-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0685	diglyceride (1-18:0, 2-18:3) transport, mitochondrial membrane-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0686	diglyceride (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0687	diglyceride (1-16:0, 2-18:2) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0688	diglyceride (1-16:0, 2-18:3) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0689	diglyceride (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0690	diglyceride (1-18:0, 2-18:2) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0691	diglyceride (1-18:0, 2-18:3) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0693	diglyceride (1-16:0, 2-18:2) transport, nucleus-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0694	diglyceride (1-16:0, 2-18:3) transport, nucleus-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0696	diglyceride (1-18:0, 2-18:2) transport, nucleus-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0697	diglyceride (1-18:0, 2-18:3) transport, nucleus-cytoplasm	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0699	phosphatidate (1-16:0, 2-18:2) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0700	phosphatidate (1-16:0, 2-18:3) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0702	phosphatidate (1-18:0, 2-18:2) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0703	phosphatidate (1-18:0, 2-18:3) transport, cell envelope-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0705	phosphatidate (1-16:0, 2-18:2) transport, ER membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0706	phosphatidate (1-16:0, 2-18:3) transport, ER membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0708	phosphatidate (1-18:0, 2-18:2) transport, ER membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0709	phosphatidate (1-18:0, 2-18:3) transport, ER membrane-Golgi membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0711	phosphatidate (1-16:0, 2-18:2) transport, ER membrane-mitochondrial membrane	0.000021	0.000119	0.000156	0.000139	0.000065	0.000000	0.000000	0.000000	0.000002	0.000017	0.000039	0.000000
t_0712	phosphatidate (1-16:0, 2-18:3) transport, ER membrane-mitochondrial membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0713	phosphatidate (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0714	phosphatidate (1-18:0, 2-18:2) transport, ER membrane-mitochondrial membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000390	0.000320	0.000393	0.000000	0.000000	0.000065	0.000138
t_0715	phosphatidate (1-18:0, 2-18:3) transport, ER membrane-mitochondrial membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0717	phosphatidate (1-16:0, 2-18:2) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0718	phosphatidate (1-16:0, 2-18:3) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0720	phosphatidate (1-18:0, 2-18:2) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0721	phosphatidate (1-18:0, 2-18:3) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0723	phosphatidate (1-16:0, 2-18:2) transport, lipid particle-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0724	phosphatidate (1-16:0, 2-18:3) transport, lipid particle-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0726	phosphatidate (1-18:0, 2-18:2) transport, lipid particle-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0727	phosphatidate (1-18:0, 2-18:3) transport, lipid particle-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0729	phosphatidylcholine (1-16:0, 2-18:2) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0730	phosphatidylcholine (1-16:0, 2-18:3) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0732	phosphatidylcholine (1-18:0, 2-18:2) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0733	phosphatidylcholine (1-18:0, 2-18:3) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0735	phosphatidylcholine (1-16:0, 2-18:2) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0736	phosphatidylcholine (1-16:0, 2-18:3) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0738	phosphatidylcholine (1-18:0, 2-18:2) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0739	phosphatidylcholine (1-18:0, 2-18:3) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0741	phosphatidylcholine (1-16:0, 2-18:2) transport, ER membrane-mitochondrial membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0742	phosphatidylcholine (1-16:0, 2-18:3) transport, ER membrane-mitochondrial membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0744	phosphatidylcholine (1-18:0, 2-18:2) transport, ER membrane-mitochondrial membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0745	phosphatidylcholine (1-18:0, 2-18:3) transport, ER membrane-mitochondrial membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0747	phosphatidylethanolamine (1-16:0, 2-18:2) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0748	phosphatidylethanolamine (1-16:0, 2-18:3) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0750	phosphatidylethanolamine (1-18:0, 2-18:2) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0751	phosphatidylethanolamine (1-18:0, 2-18:3) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0753	phosphatidylethanolamine (1-16:0, 2-18:2) transport, ER membrane-lipid particle	0.000000	-0.002881	-0.000284	0.000000	-0.002202	-0.034965	0.000000	-0.035205	-0.000032	0.000000	0.000000	-0.000162
t_0754	phosphatidylethanolamine (1-16:0, 2-18:3) transport, ER membrane-lipid particle	-0.000819	-0.007365	0.000000	-0.009087	-0.002933	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004786	-0.007440
t_0756	phosphatidylethanolamine (1-18:0, 2-18:2) transport, ER membrane-lipid particle	-0.001012	0.000000	-0.004076	-0.003004	0.000000	0.000000	-0.028615	0.000000	0.000000	-0.000230	-0.003589	-0.004864
t_0757	phosphatidylethanolamine (1-18:0, 2-18:3) transport, ER membrane-lipid particle	0.000000	0.000000	-0.009132	0.000000	-0.000508	0.000000	0.000000	0.000000	-0.000168	-0.001223	-0.000829	0.000000
t_0759	phosphatidylethanolamine (1-16:0, 2-18:2) transport, mitochondrial membrane-ER membrane	0.000000	0.000000	0.000000	0.000904	0.000022	0.000000	0.000000	0.000000	0.000015	0.000109	0.000000	0.000000
t_0760	phosphatidylethanolamine (1-16:0, 2-18:3) transport, mitochondrial membrane-ER membrane	0.000023	0.000372	0.001009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000162
t_0762	phosphatidylethanolamine (1-18:0, 2-18:2) transport, mitochondrial membrane-ER membrane	0.000000	0.000384	0.000000	0.000000	0.000894	0.005700	0.004671	0.005737	0.000018	0.000131	0.001494	0.001867
t_0763	phosphatidylethanolamine (1-18:0, 2-18:3) transport, mitochondrial membrane-ER membrane	0.000275	0.000926	0.001214	0.001088	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0765	phosphatidylethanolamine (1-16:0, 2-18:2) transport, vacuolar membrane-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0766	phosphatidylethanolamine (1-16:0, 2-18:3) transport, vacuolar membrane-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0768	phosphatidylethanolamine (1-18:0, 2-18:2) transport, vacuolar membrane-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0769	phosphatidylethanolamine (1-18:0, 2-18:3) transport, vacuolar membrane-ER membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0771	phosphatidyl-L-serine (1-16:0, 2-18:2) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0772	phosphatidyl-L-serine (1-16:0, 2-18:3) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0774	phosphatidyl-L-serine (1-18:0, 2-18:2) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0775	phosphatidyl-L-serine (1-18:0, 2-18:3) transport, ER membrane-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0777	phosphatidyl-L-serine (1-16:0, 2-18:2) transport, ER membrane-mitochondrial membrane	0.000000	0.000000	0.000000	0.000904	0.000022	0.000000	0.000000	0.000000	0.000015	0.000109	0.000000	0.000000
t_0778	phosphatidyl-L-serine (1-16:0, 2-18:3) transport, ER membrane-mitochondrial membrane	0.000023	0.000372	0.001009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000162
t_0780	phosphatidyl-L-serine (1-18:0, 2-18:2) transport, ER membrane-mitochondrial membrane	0.000000	0.000384	0.000000	0.000000	0.000894	0.005700	0.004671	0.005737	0.000018	0.000131	0.001494	0.001867
t_0781	phosphatidyl-L-serine (1-18:0, 2-18:3) transport, ER membrane-mitochondrial membrane	0.000275	0.000926	0.001214	0.001088	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0783	phosphatidyl-L-serine (1-16:0, 2-18:2) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0784	phosphatidyl-L-serine (1-16:0, 2-18:3) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0786	phosphatidyl-L-serine (1-18:0, 2-18:2) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0787	phosphatidyl-L-serine (1-18:0, 2-18:3) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0791	TAG (1-16:0, 2-18:2, 3-16:0) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0792	TAG (1-16:0, 2-18:2, 3-18:0) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0793	TAG (1-16:0, 2-18:2, 3-18:1) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0794	TAG (1-16:0, 2-18:3, 3-16:0) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0795	TAG (1-16:0, 2-18:3, 3-18:0) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0796	TAG (1-16:0, 2-18:3, 3-18:1) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
