reaction	Acetate	Glycerol	Xylose
CL (1-18:3, 2-18:2, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-16:0, 2-18:3, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:0, 2-18:3, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:0, 2-18:1, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:1, 2-18:1, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:2, 2-18:1, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:1, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:0, 2-18:2, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:2, 2-18:2, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:2, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:0, 2-18:3, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:1, 2-18:1, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:2, 2-18:1, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:1, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:2, 2-18:2, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:2, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:2, 2-18:2, 3-18:2, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:2, 3-18:2, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-18:2, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-18:3, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-16:0, 2-18:2, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:0, 2-18:2, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:2, 2-18:2, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:2, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-16:0, 2-18:3, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:0, 2-18:3, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:0, 2-18:2, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:2, 2-18:2, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:2, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:0, 2-18:3, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:2, 2-18:2, 3-18:2, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:2, 3-18:2, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-18:2, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-18:3, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-16:0, 2-18:3, 3-16:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:0, 2-18:3, 3-16:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-16:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:0, 2-18:3, 3-18:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-18:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0
CL (1-18:3, 2-18:3, 3-18:3, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0
lysoPC acyltransferase (1-18:2, 2-18:1), mitochondrial membrane	0	0	0
lysoPC acyltransferase (1-18:3, 2-18:1), mitochondrial membrane	0	0	0
lysoPC acyltransferase (1-16:0, 2-18:2), mitochondrial membrane	0	0	0
lysoPC acyltransferase (1-18:0, 2-18:2), mitochondrial membrane	0	0	0
lysoPC acyltransferase (1-18:2, 2-18:2), mitochondrial membrane	0	0	0
lysoPC acyltransferase (1-18:3, 2-18:2), mitochondrial membrane	0	0	0
lysoPC acyltransferase (1-16:0, 2-18:3), mitochondrial membrane	0	0	0
lysoPC acyltransferase (1-18:0, 2-18:3), mitochondrial membrane	0	0	0
lysoPC acyltransferase (1-18:3, 2-18:3), mitochondrial membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:2, 2-18:1), cell envelope	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:1), cell envelope	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:2), cell envelope	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:2), cell envelope	0	0	0
phosphatidylinositol 4-kinase (1-18:2, 2-18:2), cell envelope	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:2), cell envelope	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:3), cell envelope	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:3), cell envelope	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:3), cell envelope	0	0	0
phosphatidylinositol 4-kinase (1-18:2, 2-18:1), vacuolar membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:1), vacuolar membrane	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:2), vacuolar membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:2), vacuolar membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:2, 2-18:2), vacuolar membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:2), vacuolar membrane	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:3), vacuolar membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:3), vacuolar membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:3), vacuolar membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:2, 2-18:1), Golgi membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:1), Golgi membrane	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:2), Golgi membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:2), Golgi membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:2, 2-18:2), Golgi membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:2), Golgi membrane	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:3), Golgi membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:3), Golgi membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:3), Golgi membrane	0	0	0
phosphatidylinositol 4-kinase (1-18:2, 2-18:1), nucleus	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:1), nucleus	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:2), nucleus	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:2), nucleus	0	0	0
phosphatidylinositol 4-kinase (1-18:2, 2-18:2), nucleus	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:2), nucleus	0	0	0
phosphatidylinositol 4-kinase (1-16:0, 2-18:3), nucleus	0	0	0
phosphatidylinositol 4-kinase (1-18:0, 2-18:3), nucleus	0	0	0
phosphatidylinositol 4-kinase (1-18:3, 2-18:3), nucleus	0	0	0
PI 4-P 5-kinase (1-18:2, 2-18:1), nucleus	0	0	0
PI 4-P 5-kinase (1-18:3, 2-18:1), nucleus	0	0	0
PI 4-P 5-kinase (1-16:0, 2-18:2), nucleus	0	0	0
PI 4-P 5-kinase (1-18:0, 2-18:2), nucleus	0	0	0
PI 4-P 5-kinase (1-18:2, 2-18:2), nucleus	0	0	0
PI 4-P 5-kinase (1-18:3, 2-18:2), nucleus	0	0	0
PI 4-P 5-kinase (1-16:0, 2-18:3), nucleus	0	0	0
PI 4-P 5-kinase (1-18:0, 2-18:3), nucleus	0	0	0
PI 4-P 5-kinase (1-18:3, 2-18:3), nucleus	0	0	0
PI 4-P 5-kinase (1-18:2, 2-18:1), cell envelope	0	0	0
PI 4-P 5-kinase (1-18:3, 2-18:1), cell envelope	0	0	0
PI 4-P 5-kinase (1-16:0, 2-18:2), cell envelope	0	0	0
PI 4-P 5-kinase (1-18:0, 2-18:2), cell envelope	0	0	0
PI 4-P 5-kinase (1-18:2, 2-18:2), cell envelope	0	0	0
PI 4-P 5-kinase (1-18:3, 2-18:2), cell envelope	0	0	0
PI 4-P 5-kinase (1-16:0, 2-18:3), cell envelope	0	0	0
PI 4-P 5-kinase (1-18:0, 2-18:3), cell envelope	0	0	0
PI 4-P 5-kinase (1-18:3, 2-18:3), cell envelope	0	0	0
PI 3-P 5-kinase (1-18:2, 2-18:1), vacuolar membrane	0	0	0
PI 3-P 5-kinase (1-18:3, 2-18:1), vacuolar membrane	0	0	0
PI 3-P 5-kinase (1-16:0, 2-18:2), vacuolar membrane	0	0	0
PI 3-P 5-kinase (1-18:0, 2-18:2), vacuolar membrane	0	0	0
PI 3-P 5-kinase (1-18:2, 2-18:2), vacuolar membrane	0	0	0
PI 3-P 5-kinase (1-18:3, 2-18:2), vacuolar membrane	0	0	0
PI 3-P 5-kinase (1-16:0, 2-18:3), vacuolar membrane	0	0	0
PI 3-P 5-kinase (1-18:0, 2-18:3), vacuolar membrane	0	0	0
PI 3-P 5-kinase (1-18:3, 2-18:3), vacuolar membrane	0	0	0
PE (1-16:0, 2-18:1) diacylglycerol (1-18:2, 2-18:1) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:1) diacylglycerol (1-18:3, 2-18:1) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:1) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:1) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:1) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:1) diacylglycerol (1-18:2, 2-18:1) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:1) diacylglycerol (1-18:3, 2-18:1) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:1) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:1) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:1) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:1, 2-18:1) diacylglycerol (1-18:2, 2-18:1) acyltransferase, ER membrane	0	0	0
PE (1-18:1, 2-18:1) diacylglycerol (1-18:3, 2-18:1) acyltransferase, ER membrane	0	0	0
PE (1-18:1, 2-18:1) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:1, 2-18:1) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:1, 2-18:1) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:2, 2-18:1) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:2, 2-18:1) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:2, 2-18:1) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:3, 2-18:1) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:2) diacylglycerol (1-16:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:2) diacylglycerol (1-18:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:2) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:2) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:2) diacylglycerol (1-16:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:2) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:2) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:2) diacylglycerol (1-18:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:2) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:2) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:2) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:2) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:2, 2-18:2) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:2, 2-18:2) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PE (1-18:2, 2-18:2) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:3, 2-18:2) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:3) diacylglycerol (1-16:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:3) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-16:0, 2-18:3) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:3) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:0, 2-18:3) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PE (1-18:3, 2-18:3) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-18:2, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-18:3, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	-4.072538e-04
PC (1-16:0, 2-18:1) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:2, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:3, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:1) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-18:2, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-18:3, 2-18:1) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-18:1, 2-18:1) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-18:2, 2-18:1) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-18:2, 2-18:1) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	-3.591801e-04	0	0
PC (1-18:2, 2-18:1) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-18:3, 2-18:1) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:2) diacylglycerol (1-16:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:2) diacylglycerol (1-18:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:2) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:2) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:2) diacylglycerol (1-16:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:2) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:2) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:2) diacylglycerol (1-18:0, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:2) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:2) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:2) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:2) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-18:2, 2-18:2) diacylglycerol (1-18:2, 2-18:2) acyltransferase, ER membrane	0	-8.535008e-03	-7.307837e-03
PC (1-18:2, 2-18:2) diacylglycerol (1-18:3, 2-18:2) acyltransferase, ER membrane	0	0	0
PC (1-18:2, 2-18:2) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	-6.086038e-03	0	0
PC (1-18:3, 2-18:2) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	-3.591801e-04	0	0
PC (1-16:0, 2-18:3) diacylglycerol (1-16:0, 2-18:3) acyltransferase, ER membrane	-3.591801e-04	0	0
PC (1-16:0, 2-18:3) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-16:0, 2-18:3) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:3) diacylglycerol (1-18:0, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-18:0, 2-18:3) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	0	0	0
PC (1-18:3, 2-18:3) diacylglycerol (1-18:3, 2-18:3) acyltransferase, ER membrane	-2.911827e-03	-4.331594e-03	-3.708794e-03
PC phospholipase B (1-18:2, 2-18:1), ER membrane	3.591801e-04	0	0
PC phospholipase B (1-18:3, 2-18:1), ER membrane	0	0	0
PC phospholipase B (1-16:0, 2-18:2), ER membrane	0	0	0
PC phospholipase B (1-18:0, 2-18:2), ER membrane	0	0	0
PC phospholipase B (1-18:2, 2-18:2), ER membrane	6.086038e-03	8.535008e-03	7.307837e-03
PC phospholipase B (1-18:3, 2-18:2), ER membrane	3.591801e-04	0	0
PC phospholipase B (1-16:0, 2-18:3), ER membrane	3.591801e-04	0	0
PC phospholipase B (1-18:0, 2-18:3), ER membrane	0	0	0
PC phospholipase B (1-18:3, 2-18:3), ER membrane	2.911827e-03	4.331594e-03	3.708794e-03
PC phospholipase B (1-18:2, 2-18:1), cell envelope	0	0	0
PC phospholipase B (1-18:3, 2-18:1), cell envelope	0	0	0
PC phospholipase B (1-16:0, 2-18:2), cell envelope	0	0	0
PC phospholipase B (1-18:0, 2-18:2), cell envelope	0	0	0
PC phospholipase B (1-18:2, 2-18:2), cell envelope	0	0	0
PC phospholipase B (1-18:3, 2-18:2), cell envelope	0	0	0
PC phospholipase B (1-16:0, 2-18:3), cell envelope	0	0	0
PC phospholipase B (1-18:0, 2-18:3), cell envelope	0	0	0
PC phospholipase B (1-18:3, 2-18:3), cell envelope	0	0	0
LPC phospholipase B (18:2), ER membrane	0	0	0
LPC phospholipase B (18:3), ER membrane	0	0	0
LPC phospholipase B (18:2), cell envelope	0	0	0
LPC phospholipase B (18:3), cell envelope	0	0	0
PE phospholipase B (1-18:2, 2-18:1), cell envelope	0	0	0
PE phospholipase B (1-18:3, 2-18:1), cell envelope	0	0	0
PE phospholipase B (1-16:0, 2-18:2), cell envelope	0	0	0
PE phospholipase B (1-18:0, 2-18:2), cell envelope	0	0	0
PE phospholipase B (1-18:2, 2-18:2), cell envelope	0	0	0
PE phospholipase B (1-18:3, 2-18:2), cell envelope	0	0	0
PE phospholipase B (1-16:0, 2-18:3), cell envelope	0	0	0
PE phospholipase B (1-18:0, 2-18:3), cell envelope	0	0	0
PE phospholipase B (1-18:3, 2-18:3), cell envelope	0	0	0
LPE phospholipase B (18:2), cell envelope	0	0	0
LPE phospholipase B (18:3), cell envelope	0	0	0
PS phospholipase B (1-18:2, 2-18:1), cell envelope	0	0	0
PS phospholipase B (1-18:3, 2-18:1), cell envelope	0	0	0
PS phospholipase B (1-16:0, 2-18:2), cell envelope	0	0	0
PS phospholipase B (1-18:0, 2-18:2), cell envelope	0	0	0
PS phospholipase B (1-18:2, 2-18:2), cell envelope	0	0	0
PS phospholipase B (1-18:3, 2-18:2), cell envelope	0	0	0
PS phospholipase B (1-16:0, 2-18:3), cell envelope	0	0	0
PS phospholipase B (1-18:0, 2-18:3), cell envelope	0	0	0
PS phospholipase B (1-18:3, 2-18:3), cell envelope	0	0	0
LPS phospholipase B (18:2), cell envelope	0	0	0
LPS phospholipase B (18:3), cell envelope	0	0	0
PI phospholipase B (1-18:2, 2-18:1), cell envelope	0	0	0
PI phospholipase B (1-18:3, 2-18:1), cell envelope	0	0	0
PI phospholipase B (1-16:0, 2-18:2), cell envelope	0	0	0
PI phospholipase B (1-18:0, 2-18:2), cell envelope	0	0	0
PI phospholipase B (1-18:2, 2-18:2), cell envelope	0	0	0
PI phospholipase B (1-18:3, 2-18:2), cell envelope	0	0	0
PI phospholipase B (1-16:0, 2-18:3), cell envelope	0	0	0
PI phospholipase B (1-18:0, 2-18:3), cell envelope	0	0	0
PI phospholipase B (1-18:3, 2-18:3), cell envelope	0	0	0
LPI phospholipase B (18:2), cell envelope	0	0	0
LPI phospholipase B (18:3), cell envelope	0	0	0
PI 4,5-P2 phospholipase C (1-18:2, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-18:3, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-16:0, 2-18:2), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-18:0, 2-18:2), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-18:2, 2-18:2), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-18:3, 2-18:2), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-16:0, 2-18:3), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-18:0, 2-18:3), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-18:3, 2-18:3), cytoplasm	0	0	0
PI 4,5-P2 phospholipase C (1-18:2, 2-18:1), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-18:3, 2-18:1), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-16:0, 2-18:2), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-18:0, 2-18:2), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-18:2, 2-18:2), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-18:3, 2-18:2), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-16:0, 2-18:3), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-18:0, 2-18:3), nucleus	0	0	0
PI 4,5-P2 phospholipase C (1-18:3, 2-18:3), nucleus	0	0	0
PC phospholipase D (1-18:2, 2-18:1), cell envelope	0	0	0
PC phospholipase D (1-18:3, 2-18:1), cell envelope	0	0	0
PC phospholipase D (1-16:0, 2-18:2), cell envelope	0	0	0
PC phospholipase D (1-18:0, 2-18:2), cell envelope	0	0	0
PC phospholipase D (1-18:2, 2-18:2), cell envelope	0	0	0
PC phospholipase D (1-18:3, 2-18:2), cell envelope	0	0	0
PC phospholipase D (1-16:0, 2-18:3), cell envelope	0	0	0
PC phospholipase D (1-18:0, 2-18:3), cell envelope	0	0	0
PC phospholipase D (1-18:3, 2-18:3), cell envelope	0	0	0
PI 3-P phosphatase (1-18:2, 2-18:1), cell envelope	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:1), cell envelope	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:2), cell envelope	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:2), cell envelope	0	0	0
PI 3-P phosphatase (1-18:2, 2-18:2), cell envelope	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:2), cell envelope	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:3), cell envelope	0	0	0
