reaction	A120	A100	A80	A60	G120	G100	G80	G60	X120	X100	X80	X60
DAG kinase (1-18:2, 2-18:2), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
DAG kinase (1-18:3, 2-18:2), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
DAG kinase (1-16:0, 2-18:3), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
DAG kinase (1-18:0, 2-18:3), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
DAG kinase (1-18:3, 2-18:3), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
ethanolaminephosphotransferase (1-18:2, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
ethanolaminephosphotransferase (1-18:3, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
ethanolaminephosphotransferase (1-16:0, 2-18:2), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
ethanolaminephosphotransferase (1-18:0, 2-18:2), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
ethanolaminephosphotransferase (1-18:2, 2-18:2), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
ethanolaminephosphotransferase (1-18:3, 2-18:2), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
ethanolaminephosphotransferase (1-16:0, 2-18:3), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
ethanolaminephosphotransferase (1-18:0, 2-18:3), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
ethanolaminephosphotransferase (1-18:3, 2-18:3), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
cholinephosphotransferase (1-18:2, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
cholinephosphotransferase (1-18:3, 2-18:1), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
cholinephosphotransferase (1-16:0, 2-18:2), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
cholinephosphotransferase (1-18:0, 2-18:2), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
cholinephosphotransferase (1-18:2, 2-18:2), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
cholinephosphotransferase (1-18:3, 2-18:2), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
cholinephosphotransferase (1-16:0, 2-18:3), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
cholinephosphotransferase (1-18:0, 2-18:3), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
cholinephosphotransferase (1-18:3, 2-18:3), ER membrane	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:0, 2-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:1, 2-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:2, 2-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:3, 2-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerolphosphate synthase (1-16:0, 2-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:0, 2-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:2, 2-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:3, 2-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerolphosphate synthase (1-16:0, 2-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:0, 2-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerolphosphate synthase (1-18:3, 2-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
PGP phosphatase (1-18:0, 2-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
PGP phosphatase (1-18:1, 2-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
PGP phosphatase (1-18:2, 2-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
PGP phosphatase (1-18:3, 2-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
PGP phosphatase (1-16:0, 2-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
PGP phosphatase (1-18:0, 2-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
PGP phosphatase (1-18:2, 2-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
PGP phosphatase (1-18:3, 2-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
PGP phosphatase (1-16:0, 2-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
PGP phosphatase (1-18:0, 2-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
PGP phosphatase (1-18:3, 2-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:1, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:1, 2-18:1, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:2, 2-18:1, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:1, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-16:0, 2-18:2, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:2, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:2, 2-18:2, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:2, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-16:0, 2-18:3, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:3, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-16:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:1, 3-18:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:1, 2-18:1, 3-18:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:2, 2-18:1, 3-18:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:1, 3-18:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:2, 3-18:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:2, 2-18:2, 3-18:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:2, 3-18:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:3, 3-18:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-18:0, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:1, 2-18:1, 3-18:1, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:2, 2-18:1, 3-18:1, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:1, 3-18:1, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:2, 2-18:2, 3-18:1, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:2, 3-18:1, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-18:1, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:2, 2-18:2, 3-18:2, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:2, 3-18:2, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-18:2, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-18:3, 4-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-16:0, 2-18:2, 3-16:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:2, 3-16:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:2, 2-18:2, 3-16:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:2, 3-16:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-16:0, 2-18:3, 3-16:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:3, 3-16:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-16:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:2, 3-18:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:2, 2-18:2, 3-18:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:2, 3-18:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:3, 3-18:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-18:0, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:2, 2-18:2, 3-18:2, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:2, 3-18:2, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-18:2, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-18:3, 4-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-16:0, 2-18:3, 3-16:0, 4-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:3, 3-16:0, 4-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-16:0, 4-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:0, 2-18:3, 3-18:0, 4-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-18:0, 4-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL synthase (1-18:3, 2-18:3, 3-18:3, 4-18:3), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:1, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:1, 2-18:1, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:1, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:1, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-16:0, 2-18:2, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:2, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-16:0, 2-18:3, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:1, 3-18:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:1, 2-18:1, 3-18:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:1, 3-18:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:1, 3-18:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:2, 3-18:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-18:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-18:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-18:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:1, 2-18:1, 3-18:1, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:1, 3-18:1, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:1, 3-18:1, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-18:1, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-18:1, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:1, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-18:2, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-18:2, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:2, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:3, 4-18:1) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-16:0, 2-18:2, 3-16:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:2, 3-16:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-16:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-16:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-16:0, 2-18:3, 3-16:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-16:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-16:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:2, 3-18:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-18:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-18:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-18:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:0, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-18:2, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-18:2, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:2, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:3, 4-18:2) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-16:0, 2-18:3, 3-16:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-16:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-16:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-18:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:0, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:3, 4-18:3) phospholipase (1-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:1, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:1, 2-18:1, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:1, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:1, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-16:0, 2-18:2, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:2, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-16:0, 2-18:3, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-16:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:1, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:1, 2-18:1, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:1, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:1, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:2, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:0, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:1, 2-18:1, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:1, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:1, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:1, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-18:2, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-18:2, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:2, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:3, 4-18:1) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-16:0, 2-18:2, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:2, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-16:0, 2-18:3, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-16:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:2, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:0, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:2, 2-18:2, 3-18:2, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:2, 3-18:2, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:2, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:3, 4-18:2) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-16:0, 2-18:3, 3-16:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-16:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-16:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:0, 2-18:3, 3-18:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:0, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
CL (1-18:3, 2-18:3, 3-18:3, 4-18:3) phospholipase (3-position), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
lysoPC acyltransferase (1-18:2, 2-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
lysoPC acyltransferase (1-18:3, 2-18:1), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
lysoPC acyltransferase (1-16:0, 2-18:2), mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0
